Pathways	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
PWY-7664: oleate biosynthesis IV (anaerobic)	-1.928753888	0.055560657	0.117615417	-2.027524206	0.044359581	0.116185521	-0.28624783	0.775467149	0.811523666	-1.439254475	0.153653529	0.321096478	-2.28028624	0.026612282	0.117740913	-1.094541104	0.281888246	0.391044972	-2.061633863	0.042980729	0.125674399	-1.552471886	0.124963171	0.39320744	0.829338184	0.411493432	0.601555421
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.093311341	0.925757941	0.937258039	1.317782326	0.189484763	0.310412224	0.833537492	0.407153736	0.502773174	-0.097300708	0.922778069	0.946975712	1.567734945	0.120156702	0.238848078	1.234359549	0.226057184	0.343319574	-0.782179885	0.436408424	0.547189023	-0.014460879	0.98850636	0.996506787	0.116025831	0.908172249	0.942879469
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	-0.120877564	0.903921517	0.920870046	0.482299266	0.630221832	0.733758276	0.655919577	0.513856747	0.587779998	-0.99773285	0.321784731	0.557988416	-0.243243745	0.808746523	0.887507554	0.502358136	0.618855251	0.698085854	0.619826118	0.537908966	0.629241508	0.901951815	0.371801009	0.630491892	0.43829949	0.663363347	0.812253876
PWY-922: mevalonate pathway I	-1.622574867	0.107425566	0.192421619	-0.01903788	0.984834773	0.987865034	1.399368422	0.165770901	0.255820384	-0.651795736	0.517528439	0.746523324	1.890371291	0.061646816	0.153571886	0.919923279	0.364495929	0.475302691	-1.997944575	0.05046	0.138234959	-2.091521075	0.040968611	0.189534355	1.160591569	0.252211058	0.439683449
PWY0-1061: superpathway of L-alanine biosynthesis	-1.121091735	0.264048761	0.39531272	2.623277935	0.009701566	0.048657083	3.219437415	0.001890108	0.018067273	-0.868793311	0.388495264	0.623888946	2.930120824	0.004207839	0.062352518	2.483027601	0.018458465	0.127724751	-0.912640476	0.364156517	0.494645936	0.712936035	0.480841131	0.693602693	2.113191706	0.040426455	0.173657568
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	-1.271567073	0.205773448	0.325641476	1.724240715	0.087013799	0.18183653	2.71879489	0.008113674	0.029706017	-0.731385887	0.46709896	0.703498673	2.103805387	0.038833516	0.130337557	2.202805549	0.034928409	0.141559129	-1.232018302	0.222102291	0.362026735	0.419251973	0.677030022	0.823733429	1.606620337	0.115457241	0.259579728
PWY0-1261: anhydromuropeptides recycling	-1.999006982	0.047419689	0.10375046	-0.611635223	0.541737415	0.661447181	1.603255694	0.113026411	0.18703863	-1.941030179	0.057111466	0.146601086	-1.861212188	0.067922734	0.160455153	0.491637695	0.626331059	0.701662973	-1.461239809	0.147777038	0.276747048	0.137161625	0.891291397	0.925818557	1.697007076	0.096923484	0.248795715
PWY0-1296: purine ribonucleosides degradation	2.570226179	0.011017181	0.031505273	-0.204175127	0.838527817	0.908172985	-2.423006576	0.017773011	0.049567551	1.330109133	0.187279407	0.366861705	0.333477869	0.73979151	0.834505302	-0.391025986	0.698369472	0.757038891	2.953398116	0.004099974	0.024301662	0.225442974	0.822322785	0.907363199	-2.664580318	0.010809924	0.16183101
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	-3.300719852	0.001235916	0.004684985	-2.062562385	0.041299079	0.116064654	1.595437832	0.114764662	0.188955959	-2.516792797	0.015507734	0.054360443	-0.120241645	0.904779776	0.945378868	4.005347665	0.00034501	0.056236629	-2.520935576	0.013652067	0.054275291	-2.720351081	0.00823951	0.081396372	-0.544304014	0.589043886	0.768113227
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	-0.402475108	0.687790985	0.767876237	-1.557595607	0.121701418	0.234867559	-1.210557792	0.22981628	0.323140847	0.130694085	0.896312535	0.937117961	-1.224198419	0.226980418	0.368137394	-1.127662977	0.267846799	0.381301557	-0.604263912	0.54817127	0.633701539	-1.015691783	0.313204854	0.594205432	-0.596042557	0.554271601	0.740543204
PWY0-1319: CDP-diacylglycerol biosynthesis II	2.18182098	0.0305084	0.069614936	0.114417963	0.909061635	0.947365807	-1.524708442	0.131482584	0.210114325	1.887164422	0.063212615	0.156204541	0.559558984	0.577348806	0.705259649	-0.947985314	0.350241482	0.460398078	1.72272109	0.088785933	0.195700316	0.213395374	0.831621845	0.907363199	-1.215041864	0.230979903	0.418330269
PWY0-1338: polymyxin resistance	-0.873457624	0.383729014	0.506460156	1.970857055	0.051337631	0.126788392	2.263202051	0.02647789	0.063012094	-0.179045638	0.858455863	0.920580958	1.826378637	0.071936343	0.167508914	1.305921	0.20088977	0.32102973	-1.203935609	0.232304018	0.371372181	0.987024116	0.330767317	0.61267128	2.098339068	0.041786373	0.174096357
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	-1.306084458	0.193281703	0.308871742	1.416001295	0.158604798	0.276498204	2.651443227	0.009750101	0.032768381	-0.3425448	0.732870249	0.856328678	2.346228314	0.021096057	0.110218306	2.533719369	0.01638174	0.125575516	-1.971144579	0.052428166	0.141252744	-0.363553315	0.717257799	0.850276519	1.668133501	0.102556414	0.254061104
PWY0-1479: tRNA processing	0.044947048	0.964196996	0.967163756	1.250966064	0.212739023	0.338306935	1.185923254	0.239347086	0.332030426	-0.752800248	0.454843228	0.692892021	0.900853958	0.370010525	0.518757955	1.259168763	0.217077288	0.333807528	0.468453014	0.642402742	0.717203061	0.614323196	0.542765336	0.740341002	0.16269556	0.87152033	0.925458071
PWY0-1533: methylphosphonate degradation I	-0.946234961	0.345792556	0.474008058	1.893575368	0.060911973	0.14183788	1.759112398	0.082583244	0.148741092	-0.541148656	0.590897559	0.788462655	1.914077403	0.059717144	0.153571886	1.296183202	0.204183103	0.323124716	-0.84880551	0.398625658	0.517736911	0.819077731	0.418706493	0.670680615	1.740354385	0.088949735	0.2396497
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	2.196539569	0.029551628	0.069308134	0.544389783	0.586870249	0.700939962	-2.804115371	0.006401405	0.027415035	2.360508748	0.020135155	0.067670726	0.872402794	0.386088763	0.528844273	-1.080463499	0.28801199	0.39784707	1.572164679	0.125420416	0.241935241	0.764959933	0.448720126	0.686326206	-2.644396961	0.011378207	0.16183101
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.187027722	0.851863937	0.892190849	0.819665608	0.413756867	0.546092059	1.202855092	0.23276632	0.325673049	-0.55858275	0.578688858	0.786197685	-0.496061279	0.622099356	0.748355682	0.527726639	0.601329506	0.683043272	0.952576593	0.344488946	0.473853993	1.534135153	0.13019083	0.39320744	1.10086747	0.27707887	0.468964939
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	-2.448560822	0.015269751	0.040764301	-1.366720089	0.173549792	0.290139653	1.39739275	0.166361722	0.255820384	-2.863189603	0.005817812	0.02495535	-0.979147334	0.332068806	0.474800135	1.495205124	0.144658399	0.267946807	-0.3455228	0.731271971	0.794648875	-0.210825853	0.833966383	0.907363199	0.684967584	0.49704028	0.683692537
PWY0-781: aspartate superpathway	5.497360987	1.46E-07	1.83E-06	5.945185773	1.59E-08	3.92E-06	0.638206599	0.525257639	0.595700388	3.340949875	0.001177752	0.007169985	3.54878219	0.000614615	0.040072879	0.422658679	0.675371021	0.741316339	3.107416149	0.003656133	0.023665488	3.575420494	0.000947874	0.037348665	0.483149639	0.631440517	0.794786133
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	-4.035903859	8.56E-05	0.000457277	-2.271744746	0.024706481	0.090497896	2.262560287	0.026519352	0.063012094	-2.834392632	0.006045255	0.025594195	-2.262709797	0.02733699	0.117740913	0.780996107	0.4405446	0.550258773	-2.898530559	0.00480849	0.027730752	-1.242304338	0.218193584	0.523022857	2.201038939	0.033150591	0.173657568
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	-2.007154991	0.046458174	0.102566949	-1.93283554	0.05506293	0.13395907	-0.146785228	0.883690223	0.903081545	-1.333379186	0.185846246	0.366861705	-2.185268798	0.03312043	0.121436202	-1.036308322	0.307826388	0.419880346	-2.158930356	0.034305464	0.109642953	-1.464571287	0.147391454	0.425846549	0.927559597	0.358813499	0.549169956
PWY490-3: nitrate reduction VI (assimilatory)	0.386650963	0.699541596	0.775682178	3.950889451	0.000122722	0.00266715	1.803656109	0.075248098	0.138603306	-0.464251699	0.64480381	0.814752101	4.776231552	8.35E-06	0.00272335	1.756801089	0.088518	0.209107739	1.018494892	0.314996929	0.450218421	1.618626888	0.11443557	0.376828241	0.505655747	0.61568074	0.784030942
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	-2.951721584	0.003583645	0.011637883	-0.749785901	0.454513438	0.578794456	2.570516355	0.012109979	0.039087655	-1.890599082	0.062830805	0.156204541	-0.131073293	0.89611529	0.942371681	2.219380751	0.033671766	0.141559129	-2.885165864	0.005029916	0.027730752	-1.383457005	0.170800027	0.46400674	1.450588433	0.154150588	0.309121355
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	-2.95174994	0.003583333	0.011637883	-0.749801618	0.454504004	0.578794456	2.57052401	0.012109733	0.039087655	-1.890605364	0.062829969	0.156204541	-0.131066922	0.896120311	0.942371681	2.219396554	0.033670587	0.141559129	-2.88523302	0.005028933	0.027730752	-1.383502002	0.170786299	0.46400674	1.450587488	0.15415085	0.309121355
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	-0.739295603	0.460648953	0.562440294	0.419399602	0.675460875	0.769930928	1.115445522	0.268174198	0.362758459	-0.758496656	0.450422164	0.689378523	1.085571914	0.280311569	0.421113233	2.195011098	0.03553371	0.141559129	-1.205936313	0.232392408	0.371372181	-0.665546424	0.50788128	0.706476913	-0.126512777	0.899915764	0.937292457
PWY66-398: TCA cycle III (animals)	0.188325726	0.850824044	0.892190849	1.874543752	0.062537493	0.144590232	1.379234192	0.171867853	0.262134723	-0.310277654	0.757068387	0.864485774	1.196924064	0.235087927	0.373686221	1.855428352	0.072766826	0.185780705	0.266393575	0.790767717	0.842451881	1.278336286	0.205842834	0.518396698	0.264033674	0.793015315	0.889639137
PWY66-399: gluconeogenesis III	-3.889709358	0.000147041	0.000737466	-2.208846549	0.028957489	0.092592387	1.959268487	0.05374901	0.105555285	-3.188185665	0.002333355	0.011885529	-2.610029429	0.012131126	0.08597276	0.300845141	0.765478681	0.813978619	-2.961328895	0.00400761	0.024301662	-1.185486011	0.239766711	0.542908156	2.361019761	0.022827397	0.173053545
PWY66-400: glycolysis VI (metazoan)	-3.869467029	0.000165598	0.000817956	-2.041039501	0.043116389	0.116185521	2.238011445	0.028148917	0.065494246	-2.401531092	0.019758332	0.067594478	-1.508541139	0.137550359	0.263773041	1.156643836	0.255979882	0.366006322	-4.116011429	0.000107268	0.001295156	-2.692068054	0.009065594	0.084003684	1.912378416	0.062504044	0.219100198
PWY66-409: superpathway of purine nucleotide salvage	-2.662394449	0.008470743	0.026051529	-1.059636604	0.290948701	0.421552341	2.162570989	0.03371984	0.074407572	-2.745355551	0.007990537	0.03064606	0.149291659	0.881899993	0.933439603	3.043602895	0.004645945	0.125575516	-1.145736569	0.256672064	0.397778695	-1.255086206	0.214673479	0.518396698	0.248593487	0.804858739	0.889639137
PWY66-422: D-galactose degradation V (Leloir pathway)	6.804190871	1.30E-10	5.31E-09	2.728382577	0.007118523	0.040956545	-3.794060084	0.000295714	0.008033563	4.580434294	1.63E-05	0.000263812	1.96957638	0.052422457	0.148498258	-2.776671067	0.009102865	0.125575516	4.975487037	5.92E-06	0.000175426	2.172692659	0.033098073	0.175069227	-2.678882237	0.010423173	0.16183101
PWYG-321: mycolate biosynthesis	-1.749717239	0.082048246	0.158270582	-1.985331556	0.048929777	0.124618025	-0.603588538	0.547914552	0.610889998	-1.392793352	0.167179699	0.338512931	-2.187042036	0.033153774	0.121436202	-1.030915973	0.310309481	0.421503711	-1.879302936	0.06420797	0.163529672	-1.530685982	0.130265042	0.39320744	0.384739133	0.702327088	0.832354845
PYRIDNUCSAL-PWY: NAD salvage pathway I	3.147908004	0.001918803	0.006726125	2.423632068	0.016396036	0.067659591	-0.847443667	0.399408769	0.496974269	1.953085563	0.053894045	0.139440149	2.101928543	0.039181229	0.130337557	0.574549056	0.569613771	0.663593229	1.404931911	0.166183641	0.300977038	0.506742468	0.614338326	0.773259823	-2.173896399	0.035264071	0.173657568
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	3.806962341	0.000192596	0.000923329	1.923181923	0.056519725	0.135481106	-1.603853985	0.112894261	0.18703863	2.558780505	0.012219499	0.044261743	-0.21349401	0.831607043	0.891789131	-2.083100502	0.04531582	0.156823853	2.740063506	0.007611286	0.035960566	2.288041696	0.025091267	0.158795673	-0.388442725	0.69960509	0.832354845
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	-4.458857366	1.64E-05	0.000111183	-2.440065245	0.016083119	0.06721919	2.501575036	0.01451509	0.04224928	-3.051566444	0.003358145	0.015661219	-2.193030237	0.032395905	0.121391553	1.222406648	0.230481529	0.346253356	-3.329658299	0.001310286	0.011544686	-1.566910359	0.12171511	0.39320744	2.182615008	0.034572559	0.173657568
REDCITCYC: TCA cycle VIII (helicobacter)	0.230466526	0.81798061	0.865784671	2.841842721	0.005231024	0.037072036	3.075824031	0.002917001	0.019415138	0.587629366	0.558089822	0.774201199	3.270762924	0.001629676	0.049796359	2.883233969	0.006981529	0.125575516	-0.095462043	0.924316492	0.950558916	1.102497657	0.278012297	0.573985559	1.645343228	0.107190588	0.254179343
RHAMCAT-PWY: L-rhamnose degradation I	0.158783237	0.874010412	0.904531411	-0.44027481	0.660362575	0.755362104	0.125823221	0.900204119	0.917082946	-0.216565994	0.829060693	0.913087115	-0.051326674	0.959239911	0.982983778	0.574035025	0.569957375	0.663593229	0.5133476	0.609572234	0.687567854	-0.209122929	0.834996808	0.907363199	-0.234584917	0.81564438	0.892282106
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.41792258	0.676478661	0.760420422	0.232604827	0.816388615	0.89309627	-0.29477911	0.768966349	0.808654935	-0.211267152	0.833214251	0.914571871	-0.620384081	0.537615346	0.667479578	-0.232235984	0.817833599	0.85727895	0.437366599	0.663388806	0.73310085	0.60481056	0.547275279	0.743382255	-0.189178447	0.850843083	0.915288753
RUMP-PWY: formaldehyde oxidation I	0.197189207	0.843921595	0.890350938	2.566748925	0.011127279	0.052137195	1.573531643	0.119749798	0.195405025	2.477667298	0.014821491	0.05251963	2.847909847	0.005347469	0.067542509	0.445491473	0.658964025	0.730688001	-1.335375923	0.185813912	0.317148353	0.668721906	0.505890913	0.706476913	1.514255612	0.13727759	0.286874964
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	2.437140811	0.015863396	0.04170538	1.088818393	0.278663029	0.409207871	-0.958071541	0.341064621	0.439474571	1.518516004	0.133655282	0.284781844	2.070965131	0.042656638	0.135010329	0.686959393	0.497056917	0.604689816	1.862491716	0.066170965	0.16722275	0.317633997	0.751858995	0.86304941	-1.458165508	0.152060724	0.309121355
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	6.05603599	7.38E-09	1.27E-07	1.562268613	0.120399926	0.234867559	-4.396868433	3.52E-05	0.004535477	4.874789724	4.47E-06	0.000147798	0.721658993	0.473216031	0.612176294	-3.347533029	0.002097044	0.125575516	4.647153036	1.86E-05	0.000318853	2.016424934	0.047500983	0.206470938	-2.975228223	0.004788284	0.16183101
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	-0.852619708	0.395098744	0.513851202	1.284054515	0.200922602	0.32426123	1.998517073	0.04923738	0.100952112	-0.763172458	0.447874622	0.688712862	1.89901684	0.060553585	0.153571886	2.226318946	0.03315788	0.141559129	-1.152179005	0.252789524	0.394303276	-0.200240387	0.84188731	0.908792261	0.581044196	0.564243995	0.750789969
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	-0.238093202	0.812073605	0.862332232	1.470234501	0.143332161	0.258156267	1.720458966	0.089418433	0.153423206	-0.527667727	0.599353524	0.791395385	1.649832297	0.10241159	0.211304926	1.836422342	0.075600618	0.189583089	-0.306764683	0.759890317	0.815846591	0.322156854	0.748300933	0.862000368	0.334039923	0.739973141	0.852407222
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	-0.888032606	0.375939192	0.501509868	2.500583663	0.013787237	0.059928524	3.009049287	0.003553805	0.02116449	-0.444940666	0.65784651	0.828023021	2.656927612	0.009720751	0.07778432	2.132039381	0.040777476	0.148532574	-0.730665037	0.46708117	0.572437825	1.051435505	0.300895515	0.594205432	2.16554054	0.035938248	0.173657568
TCA: TCA cycle I (prokaryotic)	0.67267317	0.502011937	0.59947213	4.866721452	2.56E-06	0.000138893	3.863667718	0.000233365	0.006916103	0.700736804	0.485461002	0.722649711	3.049815799	0.003079281	0.050192276	2.846384	0.007656185	0.125575516	0.65976993	0.511632324	0.608841376	3.484023987	0.001145665	0.037348665	2.687714617	0.010190735	0.16183101
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	-0.897852877	0.3705206	0.497077019	2.576461239	0.010902603	0.052137195	3.081176262	0.002870854	0.019415138	-0.408466643	0.684114163	0.831810544	2.955947805	0.003930347	0.06101396	2.494255717	0.017978685	0.127724751	-0.881184153	0.380809116	0.500579725	1.077881008	0.286272701	0.579657768	1.924508777	0.060924122	0.2158833
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	4.415510694	1.69E-05	0.000112667	1.971311148	0.050409301	0.126788392	-3.230984783	0.001824316	0.018067273	3.668996002	0.000389722	0.00295464	0.906534188	0.367519248	0.518663528	-2.190710515	0.035871681	0.141559129	3.34374794	0.001458156	0.011993518	2.176119201	0.033155688	0.175069227	-2.398666393	0.020863834	0.173053545
THRESYN-PWY: superpathway of L-threonine biosynthesis	4.853573683	3.17E-06	2.80E-05	2.789988982	0.005924141	0.040956545	-3.452871354	0.000909639	0.015607488	3.209068848	0.001810466	0.009675604	1.363268596	0.175859975	0.306579421	-2.111914995	0.042592522	0.150925674	4.336986065	7.58E-05	0.00098894	2.89610665	0.005434719	0.071189655	-2.706525413	0.009711534	0.16183101
TRNA-CHARGING-PWY: tRNA charging	6.448241342	9.53E-10	1.94E-08	4.44197714	1.63E-05	0.0006659	-2.130887214	0.036332492	0.077923634	3.373662148	0.001171611	0.007169985	2.819038556	0.006240827	0.067816988	-0.598587751	0.553661733	0.656340818	5.600400623	4.71E-07	3.07E-05	3.738268581	0.000391382	0.029752612	-2.239578789	0.030342536	0.173657568
TRPSYN-PWY: L-tryptophan biosynthesis	2.330590728	0.020830338	0.051837329	1.39552483	0.164942785	0.280718538	-0.780585354	0.437470954	0.527985727	2.278195091	0.024911945	0.082033273	1.883989599	0.06295882	0.153571886	-0.224064631	0.824131469	0.861111727	0.768688401	0.444804113	0.552707697	0.204611996	0.838453193	0.908092163	-0.756773762	0.453312143	0.639739215
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	-0.758247128	0.44952638	0.553002264	2.033806777	0.044475965	0.116185521	2.964183288	0.004051695	0.021304071	0.095960011	0.923737044	0.946975712	1.837480824	0.070327563	0.164940903	2.041167646	0.04955333	0.159883193	-1.024042999	0.309390691	0.448272734	1.095373459	0.281296797	0.576746892	2.125740401	0.039307916	0.173657568
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	2.548721311	0.011850571	0.033080835	1.833817174	0.068510791	0.152976149	-1.369972039	0.174729412	0.263711982	2.093827824	0.038856881	0.112100384	0.730019176	0.467154416	0.606742388	-1.421440681	0.164861812	0.285877397	1.120632938	0.267824423	0.406096567	1.27237274	0.208883975	0.518396698	-0.448974575	0.655704678	0.812253876
URDEGR-PWY: superpathway of allantoin degradation in plants	1.662606166	0.098057371	0.178584933	3.889196231	0.000166421	0.003191369	2.15896069	0.034009034	0.074407572	1.295538376	0.19864863	0.383192032	3.126813208	0.002391709	0.049796359	1.202497996	0.237993259	0.349485597	0.506928038	0.61374922	0.687567854	2.239927591	0.031359809	0.175069227	1.869512346	0.068371005	0.227438241
VALSYN-PWY: L-valine biosynthesis	4.745196447	4.11E-06	3.43E-05	1.547027517	0.124030844	0.234867559	-2.79900892	0.006493734	0.027415035	3.855875315	0.00020308	0.001697544	0.439376272	0.662117399	0.782066203	-2.196389454	0.035425992	0.141559129	3.862773439	0.000231656	0.002359999	2.14734017	0.035136586	0.178976985	-1.797071743	0.079349948	0.233045794
