Species	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
Naumovozyma dairenensis	1.112933512	0.267204614	0.392847898	1.688630844	0.093358738	0.171262616	0.684015112	0.496046038	0.834702961	0.26379973	0.792625902	0.966745638	0.100957876	0.919937848	0.982064715	-0.335911588	0.739130172	0.999967035	1.409601412	0.162843688	0.20768362	2.256991136	0.027140125	0.055311265	1.172689436	0.247376117	0.850407114
Nautilia profundicola	0.718966598	0.473119129	0.590124802	1.701500276	0.091140768	0.16868038	1.250054047	0.215115339	0.725052184	-1.220627843	0.22630408	0.831342737	1.283506382	0.204939631	0.769323812	1.997587251	0.054322345	0.999967035	2.373863014	0.020190693	0.041455913	1.897368499	0.061790374	0.100418392	0.106315504	0.915826483	0.982375112
Nautilia sp. PV-1	3.55938573	0.000470245	0.006390266	3.444991588	0.000727086	0.007861888	0.412620161	0.681046629	0.906589276	1.655600562	0.101677421	0.705717369	1.436892758	0.155884365	0.719372382	0.079515667	0.937117663	0.999967035	2.988941091	0.004164607	0.014677798	3.079432562	0.003128819	0.015486757	0.448220543	0.65624443	0.922900356
Ndongobacter massiliensis	1.62533857	0.105918342	0.20271837	0.986921816	0.325260852	0.428591706	-1.162637616	0.248614344	0.736671481	0.294572726	0.769254123	0.959596478	0.112351721	0.910908204	0.979414862	-0.64241247	0.525181607	0.999967035	2.087551691	0.040124965	0.06830351	1.441672998	0.153767732	0.20066707	-0.961388362	0.341732188	0.853998896
Neisseria animalis	3.59886197	0.0004382	0.006043456	2.739906372	0.0070658	0.031696302	-1.566296928	0.121433677	0.673717657	1.129014416	0.263522457	0.85158483	1.172571954	0.247551226	0.789833359	0.003107882	0.997539568	0.999967035	3.752793561	0.000326904	0.004084769	2.874206559	0.005322481	0.020686957	-1.979686931	0.054162661	0.84843959
Neisseria animaloris	2.016240524	0.045263393	0.112359955	2.059161143	0.041199826	0.097581659	-0.482661643	0.630723368	0.888158217	0.442971895	0.659223384	0.941632966	1.176463923	0.24452005	0.788526229	0.416529477	0.679803366	0.999967035	2.90698094	0.004700905	0.015873409	2.241995258	0.028070721	0.056617617	-0.840262113	0.405409453	0.859547548
Neisseria brasiliensis	3.95779602	0.000109401	0.002522279	4.369428734	2.31E-05	0.0010615	-0.034602973	0.972487052	0.991394541	2.023229408	0.047327818	0.627802389	2.671813779	0.01007474	0.349953553	0.22232578	0.825473193	0.999967035	2.860696006	0.005734536	0.01800709	2.917479335	0.004907169	0.019958408	-0.199435242	0.842862407	0.970620301
Neisseria canis	1.600432815	0.111339378	0.210189034	2.614416408	0.009892342	0.039276096	0.607683562	0.545208941	0.854063004	-0.540064645	0.590653406	0.933954945	0.05768542	0.954246093	0.99006778	0.271688392	0.787606816	0.999967035	3.006594754	0.003514224	0.013387289	4.601016021	1.92E-05	0.001978811	0.554242298	0.582284263	0.905324968
Neisseria chenwenguii	0.758464218	0.449193995	0.567929987	1.5507938	0.122922086	0.207786178	0.263315712	0.793019836	0.946447122	-0.964073234	0.338250741	0.867019347	0.121325522	0.903841443	0.978842149	0.708554362	0.483731152	0.999967035	2.063900314	0.042481663	0.071161267	2.403778527	0.019132111	0.043491318	-0.145293306	0.885158233	0.977357986
Neisseria cinerea	1.209287067	0.228110873	0.349363525	1.81904114	0.070779697	0.141305157	-0.049532255	0.960625078	0.987725084	0.522345453	0.603060573	0.93732681	0.863250747	0.391365266	0.859766066	-0.068277665	0.945989463	0.999967035	1.397190843	0.167105456	0.212193769	1.84409254	0.069790243	0.1100409	-0.004826848	0.996171072	0.998686656
Neisseria elongata	3.057623728	0.002578985	0.017850559	3.204922555	0.00168899	0.012983968	-0.259152796	0.796218007	0.947156446	1.407105396	0.164629964	0.794843766	1.182391725	0.243238146	0.787830778	-0.953808181	0.347330691	0.999967035	2.956161793	0.004400992	0.015192989	3.325069882	0.001427144	0.010261406	0.261406343	0.795027212	0.956441828
Neisseria flavescens	1.670471986	0.096972846	0.19031777	1.380753535	0.169978833	0.263750113	-0.052956043	0.957905882	0.987030199	1.292821315	0.200874003	0.814086622	0.751401859	0.456394198	0.870512078	-0.226789847	0.822029735	0.999967035	1.271523904	0.207143683	0.253703083	1.237091405	0.220153041	0.26880725	0.053479198	0.957597797	0.989746344
Neisseria gonorrhoeae	-0.392979846	0.694788319	0.77808452	1.372673025	0.171709879	0.265691399	1.662790922	0.100473357	0.66788956	-0.776678781	0.439607468	0.890069634	1.460643051	0.148464095	0.70937505	1.924914435	0.063168697	0.999967035	0.02573044	0.9795387	0.983253764	0.617891524	0.538654558	0.57840843	0.668939088	0.507110039	0.87722303
Neisseria lactamica	3.751140307	0.000252133	0.004286946	3.445369275	0.000755951	0.007957528	-1.197548299	0.234814636	0.73073894	1.893941561	0.063462038	0.683569778	0.669527316	0.506396877	0.881315703	-0.865382063	0.393270805	0.999967035	3.16326824	0.002207464	0.010364499	3.669431874	0.000491773	0.006293749	-0.819684786	0.416916223	0.862018204
Neisseria meningitidis	3.1261279	0.002092802	0.015509058	2.515870587	0.013062721	0.047052885	-0.667065759	0.50675043	0.838612242	1.195809073	0.236221839	0.8362554	0.792281407	0.431980694	0.867522115	-0.377362208	0.708395708	0.999967035	3.241998654	0.001757229	0.009214395	2.847626761	0.005743478	0.021496464	-0.555267693	0.581588969	0.905324968
Neisseria mucosa	-0.552408404	0.581411109	0.686240013	0.105704509	0.915972181	0.933952189	-0.054353685	0.956796007	0.986961977	-1.806901342	0.074974499	0.686629192	-1.129220891	0.263188544	0.797927851	0.078796026	0.937685549	0.999967035	0.830215354	0.408831984	0.454730472	1.151785583	0.2533091	0.30270737	-0.104081348	0.917588743	0.982461614
Neisseria sp. 10022	3.013498985	0.002995941	0.019272498	1.822571355	0.070756603	0.141305157	-1.25613797	0.212913659	0.722293903	1.676616659	0.098652425	0.705717369	1.203518707	0.234940023	0.781205076	-0.2107933	0.834385163	0.999967035	2.956092829	0.004085303	0.014527264	1.841731238	0.069668737	0.110002177	-1.338668985	0.187713398	0.84843959
Neisseria sp. KEM232	2.501733949	0.013273393	0.049446059	2.348206158	0.020197295	0.061526515	-0.419502856	0.676032121	0.906267856	0.702507927	0.484369753	0.904612596	0.791110915	0.431994254	0.867522115	-0.327186072	0.745657928	0.999967035	3.012575101	0.003463844	0.013274755	2.817578783	0.00624209	0.022539079	-0.292920555	0.770991828	0.949239252
Neisseria sp. oral taxon 014	0.700492928	0.484541771	0.601268846	-0.228187636	0.819809817	0.859672513	-1.925837817	0.057864985	0.629416	-1.139075794	0.258417485	0.85158483	-0.619675624	0.537701868	0.886877811	-0.032714915	0.974105138	0.999967035	2.19619629	0.031180072	0.056707735	0.831308275	0.40858903	0.45482432	-2.268604995	0.028369375	0.84843959
Neisseria subflava	2.387524929	0.017954493	0.06073711	2.874094034	0.004657704	0.023947752	0.338999958	0.735544655	0.927110598	0.716394555	0.475692873	0.900073386	0.500009358	0.618813755	0.907245279	-1.01067819	0.319751956	0.999967035	2.155183441	0.035293871	0.062254311	2.888329539	0.005187724	0.020519732	0.889792165	0.378528743	0.854975985
Neisseria weaveri	0.963130244	0.336800736	0.463121843	1.607258243	0.110101887	0.192254567	0.343552926	0.732131142	0.926499292	-0.18524688	0.85357589	0.974338982	0.030053196	0.97611335	0.9950298	0.151206551	0.880761991	0.999967035	1.319337925	0.191360295	0.237194585	1.858333792	0.067363661	0.10718787	0.308044742	0.75953558	0.948429025
Neisseria zalophi	4.682829413	6.09E-06	0.000380011	4.696346577	6.63E-06	0.000507226	-0.009789994	0.992214493	0.997980986	2.318914023	0.023752292	0.514781365	2.211682354	0.031860737	0.502968666	-0.240580206	0.811415183	0.999967035	3.912369554	0.000188418	0.003411157	4.083835873	0.000113444	0.003283954	0.159940529	0.873676888	0.976059526
Neisseria zoodegmatis	2.919958941	0.00397761	0.023251684	2.505016133	0.013407406	0.04779882	-1.308682939	0.194585411	0.711516917	0.535314142	0.594332393	0.935106316	-0.055898006	0.95562787	0.990559437	-0.902486784	0.37354173	0.999967035	3.292721414	0.001524359	0.008564938	3.238946924	0.001823896	0.011632033	-0.958606185	0.343116353	0.853998896
Neisseriaceae bacterium DSM 100970	2.255416527	0.025299311	0.07650135	3.339578363	0.001091758	0.009877425	1.426288642	0.15788005	0.695015529	1.286189949	0.202130045	0.814086622	1.447043219	0.154438635	0.71856352	0.507065989	0.615585214	0.999967035	2.013307027	0.048013114	0.078257152	3.141292493	0.002449023	0.013588329	1.411459071	0.165304535	0.84843959
Neoasaia chiangmaiensis	1.485807317	0.13929714	0.245626112	1.290819608	0.19883485	0.295968651	-1.168950942	0.246076825	0.735715435	-0.266207299	0.790933162	0.965518672	-0.595950747	0.55388031	0.890579222	-0.885451226	0.38251888	0.999967035	2.63637744	0.010068336	0.025823632	2.845345938	0.005853112	0.021760266	-0.816436656	0.418750624	0.862018204
Neochlamydia sp. S13	1.820992227	0.07021908	0.151505298	2.502267835	0.013379018	0.047728231	0.1901839	0.849672102	0.963994685	0.927112716	0.357170572	0.874491668	1.816810444	0.074354141	0.621569132	0.424639305	0.673941234	0.999967035	1.533722889	0.130122542	0.173143665	1.713265196	0.091156396	0.134282335	-0.197415024	0.844433019	0.971220243
Neokomagataea sp. Ha5	2.960745978	0.003485358	0.021371478	1.954008201	0.052463769	0.114936394	-1.312436096	0.193322878	0.710364063	0.5477765	0.585480025	0.930806058	0.460941998	0.646743584	0.918820491	-0.142731283	0.887397352	0.999967035	3.279360141	0.001650202	0.008902501	2.400897048	0.019631263	0.044348609	-1.552828927	0.127793951	0.84843959
Neokomagataea tanensis	1.295238319	0.196892058	0.313022328	1.019043796	0.309892597	0.413239696	-0.206116734	0.837250885	0.959670121	-0.257396258	0.797548206	0.967047484	-0.521325922	0.604034992	0.903417707	-0.438020957	0.664313732	0.999967035	2.619076096	0.010576862	0.026708859	2.382426527	0.019853989	0.044639349	0.012743481	0.989891392	0.996414536
Neomicrococcus aestuarii	2.739702525	0.00680525	0.032550415	1.486727943	0.139599397	0.227868854	-0.872196911	0.385848145	0.788429646	0.617091408	0.539222473	0.922394439	0.557661245	0.57943076	0.89997314	-0.007170924	0.994322999	0.999967035	2.941034528	0.004265321	0.014897575	1.436300963	0.155548854	0.202468508	-0.945004546	0.349936624	0.853998896
Neorhizobium galegae	2.042594038	0.042599805	0.107476041	1.835124234	0.068557461	0.138218661	-0.609074091	0.544291749	0.853537022	-0.013530767	0.989235741	0.998320865	0.298350263	0.766421065	0.952170658	0.071302985	0.943600397	0.999967035	3.167634476	0.002164159	0.010236935	2.768063299	0.007174372	0.024508396	-0.788873613	0.43451396	0.866524835
Neorhizobium sp. NCHU2750	-0.194395419	0.846095642	0.892245827	-0.26368639	0.792396873	0.836176537	-0.651403985	0.516750671	0.84160081	-1.442135534	0.153634873	0.784836972	-1.831829858	0.072524296	0.621569132	-1.263267541	0.215619922	0.999967035	2.074857587	0.041135301	0.069576994	2.469101819	0.015929773	0.039280248	-0.053359429	0.957692666	0.989746344
Neorhizobium sp. SOG26	2.288962094	0.023345779	0.072744947	2.558590313	0.011605251	0.043505991	0.314678875	0.753867779	0.931965789	0.805746907	0.423441618	0.889392368	0.773841203	0.443076752	0.869482737	-0.095347177	0.924633662	0.999967035	2.543109097	0.012978778	0.030748529	3.047048975	0.003281659	0.015710127	0.43701879	0.664284637	0.923706645
Neptunomonas concharum	1.833256127	0.0683417	0.14843422	2.07695729	0.03937136	0.094935365	0.472968596	0.637591161	0.892775014	-0.73061532	0.466824693	0.897343419	0.143695359	0.886190242	0.973916863	0.961417987	0.343550995	0.999967035	2.73878691	0.008051366	0.022426604	2.650739823	0.010186653	0.030357865	-0.200999396	0.841646803	0.970620301
Nesterenkonia sp. NBAIMH1	2.311922728	0.022019986	0.069775988	1.803005256	0.073411703	0.144842827	-1.00030293	0.320338218	0.768521658	0.995213907	0.323060794	0.859125308	0.200242432	0.842015181	0.969830009	-1.245937154	0.221832578	0.999967035	2.463970604	0.015873619	0.035121645	2.471700678	0.015901169	0.03923703	-0.488330728	0.627796726	0.912481565
Neurospora crassa	2.499982377	0.013355163	0.049634571	3.493959224	0.000643163	0.00725091	1.514994441	0.133921984	0.684292378	0.590979836	0.556361003	0.924613094	1.222642054	0.226783166	0.777152097	0.993869734	0.327742601	0.999967035	3.342498136	0.001252997	0.007661604	4.134593862	9.77E-05	0.003147559	1.14937595	0.256753988	0.850407114
Niabella ginsenosidivorans	-0.60068819	0.548791061	0.658644076	0.055667559	0.955676129	0.965535289	1.27835699	0.20501389	0.716195601	-2.302239946	0.023562788	0.514781365	-0.392853538	0.695487851	0.93047034	1.807936661	0.080024161	0.999967035	1.518479054	0.132781629	0.176049689	1.155373758	0.251762797	0.301053706	0.286343118	0.775990448	0.951153079
Niabella soli	-2.660932248	0.008468994	0.03729847	-0.888104849	0.375786873	0.477794361	2.123228141	0.036989864	0.600526342	-3.187067142	0.002039783	0.210603179	-1.335498428	0.186159369	0.752037758	2.066752041	0.046928336	0.999967035	-0.399506983	0.690831029	0.723368286	0.427126154	0.670690778	0.701354534	1.233861628	0.223956091	0.850407114
Niastella koreensis	3.116114231	0.002121009	0.015676285	2.878404008	0.004549168	0.023652402	-0.326120415	0.745229558	0.929379336	0.623905401	0.534499387	0.921793296	0.417194735	0.677678427	0.929548071	-0.645367413	0.523289909	0.999967035	3.394054183	0.001210743	0.00756953	3.211747313	0.002007074	0.012178293	-0.00408602	0.996758735	0.998866306
Nibribacter sp. BT10	0.465796996	0.641906097	0.736902946	0.330482854	0.741464283	0.796032158	0.045619923	0.963732848	0.988088392	-0.053284963	0.957640347	0.993340288	0.175862545	0.861033213	0.969830009	0.139485692	0.889940572	0.999967035	0.71252396	0.478847638	0.523183639	0.457981977	0.648691619	0.681169095	-0.06083041	0.951776129	0.98861443
Nibricoccus aquaticus	-1.070784026	0.285705609	0.412026927	0.12886112	0.897641323	0.919817565	1.023897166	0.309131915	0.767194283	-2.752093083	0.007309794	0.340567102	-0.343127195	0.73286979	0.94219923	1.966400193	0.057976926	0.999967035	1.622393702	0.108752659	0.1492094	1.712892184	0.091123752	0.134269833	-0.027420234	0.978251426	0.995333477
Nissabacter sp. SGAir0207	3.310518599	0.001151274	0.010818519	2.73198084	0.00722964	0.032138846	-1.005615957	0.317791406	0.768521658	1.40444958	0.16549903	0.795712465	1.174089167	0.246971552	0.789312009	-0.31059561	0.758122164	0.999967035	3.316534201	0.001375297	0.008015759	2.899147014	0.004957064	0.020040343	-1.006236867	0.319930675	0.853998896
Nitratifractor salsuginis	3.118403632	0.002134885	0.015736987	2.673129157	0.008347562	0.035255127	-1.145702665	0.255513028	0.740814507	0.762212628	0.448626377	0.892545069	0.693713146	0.490765896	0.878726968	-0.236615002	0.814463611	0.999967035	3.489087487	0.000826218	0.006281728	3.102602131	0.002818594	0.01458297	-1.273688198	0.209615878	0.850407114
Nitratireductor sp. OM-1	4.014168405	9.07E-05	0.002284315	3.092156885	0.002410325	0.016101668	-1.258315319	0.212129754	0.721183539	1.844206785	0.069537905	0.686629192	1.474799069	0.147012899	0.708002128	0.026062645	0.979369228	0.999967035	3.423979089	0.001012236	0.006911558	2.68463922	0.00915345	0.028405848	-1.431263192	0.159583077	0.84843959
Nitratireductor sp. SY7	2.968796107	0.003457773	0.021353671	1.89431915	0.060470638	0.126662926	-1.32833744	0.188041811	0.705696411	0.932362992	0.355056437	0.874491668	0.650103317	0.518843272	0.884783078	-0.616766826	0.541752134	0.999967035	3.814400772	0.000263513	0.003737144	2.658308921	0.00973071	0.029489252	-1.171229637	0.24795594	0.850407114
Nitratiruptor sp. SB155-2	2.84286936	0.004984109	0.026871817	3.893190344	0.000146464	0.003052584	1.234238068	0.22091709	0.729234925	1.077111312	0.284736037	0.854248311	2.499190209	0.015272856	0.404221586	2.068544618	0.046749092	0.999967035	2.84513071	0.005718716	0.018005279	3.114864348	0.002680224	0.014146898	0.089337832	0.929228248	0.984493062
Nitrincola sp. KXZD1103	1.986531073	0.048500112	0.117149737	1.68953316	0.093254842	0.171229075	-0.326849523	0.744680183	0.929379336	0.042713937	0.966040824	0.994823397	-0.001731989	0.998623742	0.99982606	-0.483431829	0.632080706	0.999967035	3.333047441	0.001295322	0.007769939	2.929148849	0.004570246	0.019141995	-0.060394989	0.952120882	0.98861443
Nitrobacter hamburgensis	0.040848171	0.967462624	0.978910844	0.592992669	0.554118457	0.640898213	0.163109945	0.870864815	0.967476785	-0.75024078	0.455495752	0.894984069	-0.257109126	0.798031345	0.958427935	0.067761144	0.946397407	0.999967035	0.98869774	0.325801332	0.373515636	1.317725525	0.191786971	0.239485955	0.152362	0.879614104	0.976608064
Nitrobacter winogradskyi	0.10012504	0.920359563	0.946762623	1.355454253	0.177148174	0.272061219	0.93878265	0.350816384	0.778689083	-2.405212634	0.018364959	0.482316811	-1.104774942	0.273201435	0.80172362	1.236579005	0.22524269	0.999967035	2.509485971	0.014072584	0.032414183	3.64315355	0.000516046	0.006430903	0.318606935	0.751567042	0.947149157
Nitrosococcus halophilus	0.998765171	0.319314035	0.445468726	0.794046927	0.428384509	0.529337728	-0.750092257	0.455515012	0.815899281	-0.777228212	0.439690369	0.890069634	-1.423404103	0.158395203	0.723980708	-0.728879937	0.471376309	0.999967035	2.865078904	0.005294591	0.01711887	2.783947074	0.006897826	0.023982054	-0.350170172	0.727920493	0.93760883
Nitrosococcus oceani	0.213771038	0.830961264	0.881349049	0.294085457	0.769065824	0.817187606	-0.221448096	0.825337469	0.954081874	-0.435349765	0.664492132	0.941632966	0.709272592	0.480320747	0.878726968	0.987072458	0.33101222	0.999967035	0.904127868	0.368877379	0.416309912	0.251246672	0.802358418	0.82248397	-0.818006387	0.417863495	0.862018204
Nitrosococcus wardiae	0.66798542	0.50516147	0.620402357	1.20463644	0.230423599	0.332302637	0.642954717	0.52218863	0.843808432	-1.817460378	0.073959743	0.686629192	-0.225112664	0.822730899	0.965323694	1.884109041	0.0686631	0.999967035	2.862481284	0.005347021	0.017248254	2.610444527	0.011028593	0.031580071	-0.375909746	0.708832257	0.934274281
Nitrosococcus watsonii	0.473695012	0.636337304	0.732552348	-0.023793794	0.981052218	0.984950909	-0.925357629	0.357708941	0.784011988	-0.660281299	0.511204194	0.910099241	-1.635404951	0.108258783	0.664922032	-1.884857943	0.068558668	0.999967035	1.637087986	0.105444492	0.145388362	1.9837899	0.051110238	0.087487127	0.056213917	0.955431791	0.988947618
Nitrosomonas communis	-0.334538508	0.73838367	0.810734184	0.286858861	0.774620794	0.821290635	0.838329123	0.404474805	0.792411338	-0.9147598	0.363674728	0.875756531	-0.421735368	0.674638874	0.929548071	0.322427188	0.749226271	0.999967035	0.203036622	0.839692874	0.859012147	0.555914617	0.580092668	0.617181288	0.774580754	0.442825946	0.866663064
Nitrosomonas europaea	4.224929857	3.90E-05	0.001313187	3.748220935	0.000267629	0.004456608	0.186350891	0.852666123	0.964723962	2.329012592	0.022452388	0.510970634	2.663613207	0.010137194	0.349953553	0.647923159	0.521656729	0.999967035	4.069723129	0.000108263	0.002799748	3.23778795	0.001846579	0.011640634	-0.225321917	0.822796309	0.967647457
